spoonacular_recipe_id,title,instructions,servings,ready_in_minutes,image_url,created_at,updated_at
633167,Avocado Tomato & Mozzarella Panini/sandwiches,"Top 4 slices of bread with a layer of mozzarella, tomato, avocado slices and another layer of mozzarella.
Spread a little butter on both outsides of the sandwiches and grill until bread is toasted and cheese is melted.
Serve warm and enjoy!",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/633167.jpg,2026-03-14 23:09:01.547304+00,2026-03-14 23:09:01.697+00
633505,Baked Cherry Tomatoes With Spaghetti,"Cut tomatoes and put them in non stick baking dish big enough to put in the spaghetti later. Season with whole basil leaves, thyme sprigs, salt and freshly ground pepper. Drizzle on olive oil and put in oven. If you want you can Blanche the tomatoes and remove the skin but it is not necessary.
Bake tomatoes in 200 C (390 F) oven for about 1 hour until they are slightly brown.
Cook and drain spaghetti and put them into baked tomatoes. Mix spaghetti and tomatoes thoroughly
Serve immediately.
NUTRITIONAL VALUES (1,4 to 1,6 PAL which corresponds to moderate activity of an office job)
WOMAN Calories 42%% RDA, Protein 59%% RDA, Fats 43%% RDA, Cholesterol 0%% RDA, Carbs 46%% RDA, Sugar 21%% RDA
MAN Calories 34%% RDA, Protein 47%% RDA, Fats 32%% RDA, Cholesterol 0%% RDA, Carbs 36%% RDA, Sugar 17%% RDA.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/633505.jpg,2026-03-14 23:12:07.164468+00,2026-03-14 23:12:07.247+00
633752,Baked Ravioli & Meat Sauce,"Brown the beef and the pepper, onion and garlic in olive oil in a large, heavy bottomed sauce pan.
When browned add the tomato paste, Italian seasonings, sugar, salt, pepper, and bay leaves. Let cook for a few minutes until the tomato paste is heated through.
Add the crushed tomatoes and a half of the tomato paste can full of water. Simmer for 25-30 minutes. Taste and re-season halfway through with salt, pepper and herbs if needed and again before serving.
While the sauce is simmering cook the ravioli just until they begin to rise to the top and float. You do not need to cook them all the way through. Drain and toss with a tablespoon of butter or olive oil.
Preheat oven to 400 degrees. Remove bay leaves from sauce. Toss a liberal amount of sauce with ravioli. Reserve any excess sauce for serving.
Pour into a greased 9x13 casserole pan. Sprinkle top with mozzarella. Bake about 25 minutes or until bubbly.
Best served with fresh shredded Parmesan, garlic bread, extra sauce and a green salad.",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/633752.jpg,2026-03-14 23:19:08.744376+00,2026-03-14 23:19:08.886+00
633758,Baked Rice Custard,"<ol><li>Bring water and salt to the boil. Gradually add rice. Boil rapidly uncovered 10 minutes; drain well.</li><li>Beat milk, eggs, sugar and vanilla together, add rice and saltanas.</li><li>Pour into ovenproof dish. Stand in baking dish with enough water to come half way up the sides of dish. Bake in moderate oven (350F) for 50 minutes or until mixture is set.</li><li>Serve hot or cold.</li><li>Serve hot or cold with cream and poached or fresh fruits.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/633758.jpg,2026-03-14 23:21:10.606151+00,2026-03-14 23:21:10.755+00
633959,Balti Chicken,"<ol><li>In a large heavy skillet or wok, heat oil over medium high heat and cook chicken until pieces are no longer pink. Add the chopped bell peppers and onions to the pan and stir fry 3-5 minutes. Add the Balti sauce and simmerabout 5 minutes.</li><li>Serve over cooked white rice, garnished with chopped fresh cilantro.</li><li>NOTES : ""Balti- basically, a stir-fried curry- originated with a nomadic people inIndia. Now it's the most popular dish at hot Indian restaurants inEngland. ""Balti houses"" are more popular in England than in India, wherethe cuisine is so regional. It supposedly comes from the 'Baltistan'region in northern India- it's now part of north Pakistan- where the peoplewere nomadic and carried minimal cooking equipment.""</li><li>Make it lowfat. We had this for dinner last night- it was very good and not as spicyas you might imagine. I froze the remaining Balti sauce, and next time,instead of using chicken, I will substitute garbanzo beans and/or potatoes.</li></ol>",5,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/633959.jpg,2026-03-14 22:22:49.684552+00,2026-03-14 22:22:49.782+00
634048,Banana Chocolate Pudding,<ol><li>In food processor puree bananas and avocado.</li><li>Add in cocoa powder and peanut butter...puree till mixed in.</li><li>Scoop into bowl or individual serving dishes.</li><li>Chill and ENJOY!!</li></ol>,3,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/634048.jpg,2026-03-14 22:24:37.629109+00,2026-03-14 22:24:37.727+00
634320,Barbecued Pulled Beef Sandwiches,"Preheat oven to 350 degrees. Line a rimmed cookie sheet with parchment paper. Lay bacon strips over parchment. Bake pan for 10-15 minutes, or until bacon is crispy. Remove from oven and let cool on pan. Reduce oven heat to 250 degrees and leave oven door open while you dress the beef.
Drizzle olive oil over the bottom of a medium roasting pan. Place meat in roasting pan, and coast with sugar (you want kind of a thin crust). Season generously with salt and pepper and cover with onions. Tent pan with aluminum foil.
Roast meat for 3 to 4-1/2 hours, or until beef is fork tender and can be pulled apart easily. Remove from oven, and set aside to cool slightly. Meanwhile, chop bacon into small-dice bits.
When meat can be handled, shred apart and add barbecue sauce and bacon. Mix until evenly coated and bacon is distributed. Season with salt and pepper to taste, and add more barbecue sauce if you will. Serve hot on toasted buns or Hawaiian rolls.",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/634320.jpg,2026-03-14 23:18:17.588637+00,2026-03-14 23:18:17.726+00
634454,Basque Paella,"<ol><li>Calories per serving: 221. Preparation time: 35 minutes. Cooking time: 45 minutes.</li><li>1. In large, heavy skillet over medium-high heat, combine oils and cook chicken pieces until just opaque. Remove chicken to platter. Reserve skillet.</li><li>2. Soak rice in the boiling water for 10 minutes, then drain.</li><li>3. In reserved skillet saute onion over medium heat until soft (about 5 minutes). Add garlic, bell peppers, and tomato and continue sauteing for 5 more minutes.</li><li>4. Add snapper, soaked rice with water, stock, salt substitute, saffron, and oregano. Bring to a boil, then lower heat to medium. Cover pot and let simmer until rice is tender and has absorbed liquid (about 15 minutes).</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/634454.jpg,2026-03-14 23:14:05.333291+00,2026-03-14 23:14:05.468+00
634509,Bbq Pork Steak,"<ol><li>Marinate pork steak for 24 hours in meat marinate mix and Italian dressing. Remove from marinate and brown on grill for about 20 minutes. After preparing barbeque sauce, use liberally on grilling pork steak.</li><li>Sauce preparation: Mix sauce in small saucepan and cook to blend. Add corn syrup to taste.</li></ol>",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/634509.jpg,2026-03-14 23:15:19.7562+00,2026-03-14 23:15:19.904+00
634514,Bean and Cheese Huevos Rancheros,"<ol><li>Saut the onion in EVOO over medium heat until almost translucent then add the garlic, cook until tender about 1-2 minutes. </li><li>Remove the onion and garlic and set aside, cook the Chorizo for about 5 minutes trying to break the meat up as much as possible. Drain off the excess grease then add back in the onion mixture and cook for another 5 minutes. </li><li>While the Chorizo is cooking put the water and refried beans into a soup pot over medium heat to warm and thin out. </li><li>In a 2nd frying pan melt 1 Tbs. of the butter to soften and brown the tortillas. Turn the broiler on, place the tortilla's on a baking sheet then spread half of the refried beans onto each tortilla. Place half of the meat onto each tortilla then cover with 1/4 C. of the cheese on each tortilla. </li><li>Place under the broiler until the cheese has melted. </li><li>While you wait for the cheese to melt cook the 2 eggs in the remaining butter just until over medium. </li><li>Bring the baking sheet out of the oven and place each tortilla onto a plate, then top each with an egg. </li><li>Top with 1 Tbs. salsa and 1 Tbs. peperoncini, from this point use any other optional toppings you would like.</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/634514.jpg,2026-03-14 23:21:30.706189+00,2026-03-14 23:21:30.852+00
634582,Beef and Vegetable Penne Casserole,"<ol><li>Cook pasta salted water for the minimum cooking time suggested, approximately 5 minutes. Drain and set aside.</li><li>In a pan, swirl a bit of olive oil in a pan and add garlic and onions.  Cook down, stirring occasionally, until onions soften.</li><li>Add beef to pan with salt, nutmeg and red pepper flakes.  Cook meat until almost completely browned, approximately 5-7 minutes.  Take off the heat.</li><li>Spray a 9 x 13 baking dish with cooking spray and press pasta down on bottom layer.  Top with cooked beef mixture then tomatoes.</li><li>In a small bowl, mix cottage cheese with eggs and spread over the tomatoes.</li><li>Layer the spinach leaves, followed by red peppers then mushrooms.  Alternate zucchini and squash in rows on the very top.  Tuck the basil leaves in between the zucchini and squash pieces.</li><li>Sprinkle the cheddar and mozzarella on top and cover with aluminum foil.  Bake in a preheated oven at 375 degrees for 35 minutes.  Raise oven heat to 450, remove foil and bake another 5-10 minutes or until bubbly and cheese browns slightly.  Allow to rest at least 10 minutes after taking it out of the oven.  Sprinkle with extra basil.</li></ol>",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/634582.jpg,2026-03-14 22:22:54.181732+00,2026-03-14 22:22:54.276+00
634629,Beef Lo Mein Noodles,"Drop noodles into a large quantity of boiling water and cook 3-5 minutes, until barely tender to the bite. Drain, rinse with cold water and reserve.
Combine the beef and oyster sauce in a bowl; stir to coat. Let stand for 10 minutes.
In another bowl, combine the chicken broth, soy sauce and sesame oil. Set aside.
Heat a wok over high heat. When hot, add the vegetable oil, swirling to coat the sides. Add the garlic, ginger, and green onions and cook, stirring until fragrant, about 30 seconds. Add the beef and cook, stirring constantly, about 1 minute.
Add the sauce and noodles.
Gently toss until heated through and sauce has thickened. Serve immediately.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/634629.jpg,2026-03-14 23:20:09.311289+00,2026-03-14 23:20:09.456+00
634658,Beef rolls with vegetables,"<ol><li>Beat the beef steaks lightly, season with salt and pepper.</li><li>On each steak place few pieces of bacon or cooked ham.</li><li>Arrange celery and carrot onto bacon.</li><li>Fold the steaks into rolls, secure them with metal or wooden toothpicks.</li><li>Heat olive oil in a deep pan, fry the rolls until they are golden brown on all sides.</li><li>Add onions, saut briefly, then add the wine. Saut for another 3-4 minutes until wine evaporates a little.</li><li>Add tomatoes, reduce flame and cover the pan, simmer for 30 minutes or until the meat is quite soft.</li><li>Before serving remove wooden or metal toothpicks from the rolls.</li></ol>",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/634658.jpg,2026-03-14 23:07:51.512866+00,2026-03-14 23:07:51.664+00
634859,Berry Jam,"<ol><li>Frozen berries (no sugar added) may be substituted for fresh. Thaw and drain before measuring. For thinner jam, use juice as part of the 2 c berry amount. You may decrease the amount of sugar, but it will produce a thinner result. More sugar will make it thicker. For best results, sugar substitutes are not recommended. The average refrigerated life of jam is two weeks; up to several months frozen.</li><li>They suggest also trying it on ice cream, waffles, French toast, pancakes, or as a filling for layer cakes. Yum, I think I'll try it out myself now!</li><li>NOTES : Jam requires only 3 ingredients; berries, sugar and lemon juice. I haven't yet made the jam recipe that came with my</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/634859.jpg,2026-03-14 23:11:39.454473+00,2026-03-14 23:11:39.591+00
